ROWID,PRODUCT_ID,CUSTOMER_ID,PRICE,QUANTITY,TIMESTAMP
176,7712,16601,4859,1,2017-11-22T03:54:35Z
177,7598,12634,2283,2,2017-11-22T03:54:36Z
178,8136,61097,2242,1,2017-11-22T03:54:37Z
179,6312,31940,4729,3,2017-11-22T03:54:38Z
180,8002,41742,2593,2,2017-11-22T03:54:39Z
181,8133,50234,129,5,2017-11-22T03:54:40Z
182,6697,75062,754,1,2017-11-22T03:54:41Z
183,7591,32913,1021,2,2017-11-22T03:54:42Z
184,6969,80845,4436,2,2017-11-22T03:54:43Z
185,7584,19301,190,5,2017-11-22T03:54:44Z
186,6436,40583,3024,5,2017-11-22T03:54:45Z
187,6948,16968,4924,2,2017-11-22T03:54:46Z
188,6722,88608,3003,4,2017-11-22T03:54:47Z
189,7030,57923,4790,5,2017-11-22T03:54:48Z
190,6531,39558,3060,5,2017-11-22T03:54:49Z
191,7430,6229,447,1,2017-11-22T03:54:50Z
192,6568,666,3932,1,2017-11-22T03:54:51Z
193,6020,11797,3937,3,2017-11-22T03:54:52Z
194,6978,79414,2452,2,2017-11-22T03:54:53Z
195,8587,19145,4444,5,2017-11-22T03:54:54Z
196,7252,40427,116,1,2017-11-22T03:54:55Z
197,7393,84270,3708,5,2017-11-22T03:54:56Z
198,8665,17942,1945,5,2017-11-22T03:54:57Z
199,6524,58211,1240,2,2017-11-22T03:54:58Z
200,8099,33518,4913,3,2017-11-22T03:54:59Z
201,8414,59396,2706,2,2017-11-22T03:55:00Z
202,6046,24709,1978,4,2017-11-22T03:55:01Z
203,8004,75614,4178,4,2017-11-22T03:55:02Z
204,6902,85459,255,5,2017-11-22T03:55:03Z
205,8003,7962,2909,3,2017-11-22T03:55:04Z
206,6008,74157,927,5,2017-11-22T03:55:05Z
207,8419,10251,3084,3,2017-11-22T03:55:06Z
208,7581,70067,2249,3,2017-11-22T03:55:07Z
209,7097,5617,2433,2,2017-11-22T03:55:08Z
210,6029,22970,4323,1,2017-11-22T03:55:09Z
211,6963,36959,3314,4,2017-11-22T03:55:10Z
212,8646,72691,1439,3,2017-11-22T03:55:11Z
213,5765,44348,2056,5,2017-11-22T03:55:12Z
214,6693,43551,3204,4,2017-11-22T03:55:13Z
215,7452,22007,4605,5,2017-11-22T03:55:14Z
216,7269,36555,4304,4,2017-11-22T03:55:15Z
217,7080,3990,2762,2,2017-11-22T03:55:16Z
218,7384,84132,3953,3,2017-11-22T03:55:17Z
219,6161,10443,4505,3,2017-11-22T03:55:18Z
220,7913,34887,148,3,2017-11-22T03:55:19Z
221,5964,1176,918,5,2017-11-22T03:55:20Z
222,8532,55139,2239,5,2017-11-22T03:55:21Z
223,8458,70551,4500,3,2017-11-22T03:55:22Z
224,6314,2594,4596,1,2017-11-22T03:55:23Z
225,7219,76805,243,4,2017-11-22T03:55:24Z
226,8529,54770,4193,4,2017-11-22T03:55:25Z
227,8188,6049,2587,1,2017-11-22T03:55:26Z
228,6158,982,2319,4,2017-11-22T03:55:27Z
229,7117,50670,568,5,2017-11-22T03:55:28Z
230,8841,67191,1212,4,2017-11-22T03:55:29Z
231,8016,50690,1535,2,2017-11-22T03:55:30Z
232,7820,41455,1807,1,2017-11-22T03:55:31Z
233,8733,15975,109,3,2017-11-22T03:55:32Z
234,5840,75225,1814,2,2017-11-22T03:55:33Z
235,8968,3617,3766,3,2017-11-22T03:55:34Z
236,6510,72435,168,5,2017-11-22T03:55:35Z
237,7464,13248,991,4,2017-11-22T03:55:36Z
238,7556,3443,2083,1,2017-11-22T03:55:37Z
239,5859,42712,4324,3,2017-11-22T03:55:38Z
240,8790,49464,643,2,2017-11-22T03:55:39Z
241,7249,32581,1221,5,2017-11-22T03:55:40Z
242,8786,60566,4186,4,2017-11-22T03:55:41Z
243,7323,79862,1657,1,2017-11-22T03:55:42Z
244,6732,30302,4447,5,2017-11-22T03:55:43Z
245,7851,28570,1687,1,2017-11-22T03:55:44Z
246,6758,75182,2827,3,2017-11-22T03:55:45Z
247,8098,68063,1200,4,2017-11-22T03:55:46Z
248,7875,21151,3267,3,2017-11-22T03:55:47Z
249,8947,28878,1817,2,2017-11-22T03:55:48Z
250,7053,4502,563,4,2017-11-22T03:55:49Z
251,5799,34108,4624,4,2017-11-22T03:55:50Z
252,7237,33307,2151,5,2017-11-22T03:55:51Z
253,5957,16471,4663,3,2017-11-22T03:55:52Z
254,8750,76485,712,2,2017-11-22T03:55:53Z
255,8677,247,252,3,2017-11-22T03:55:54Z
256,7841,69401,4545,4,2017-11-22T03:55:55Z
257,6665,37102,4821,3,2017-11-22T03:55:56Z
258,5758,9175,326,5,2017-11-22T03:55:57Z
259,7374,89194,3492,1,2017-11-22T03:55:58Z
260,8913,48238,4189,5,2017-11-22T03:55:59Z
261,7390,84111,3193,1,2017-11-22T03:56:00Z
262,8605,2959,2233,2,2017-11-22T03:56:01Z
263,7131,2023,1400,5,2017-11-22T03:56:02Z
264,7415,63973,814,2,2017-11-22T03:56:03Z
265,6907,34907,3020,4,2017-11-22T03:56:04Z
266,6363,70848,3671,3,2017-11-22T03:56:05Z
267,5997,39909,2555,1,2017-11-22T03:56:06Z
268,8360,66480,1353,3,2017-11-22T03:56:07Z
269,8343,15382,1100,5,2017-11-22T03:56:08Z
270,8718,28858,1821,4,2017-11-22T03:56:09Z
271,6387,82800,3975,2,2017-11-22T03:56:10Z
272,8578,75377,2926,3,2017-11-22T03:56:11Z
273,6727,50716,4579,2,2017-11-22T03:56:12Z
274,7265,81531,579,1,2017-11-22T03:56:13Z
275,5670,34560,2504,1,2017-11-22T03:56:14Z
276,7206,71284,4486,1,2017-11-22T03:56:15Z
277,8988,53867,2606,4,2017-11-22T03:56:16Z
278,7990,70827,3360,3,2017-11-22T03:56:17Z
279,5623,46497,804,2,2017-11-22T03:56:18Z
280,8484,8603,4634,2,2017-11-22T03:56:19Z
281,7794,48959,2716,4,2017-11-22T03:56:20Z
282,8614,71827,3622,3,2017-11-22T03:56:21Z
283,6552,81656,4382,3,2017-11-22T03:56:22Z
284,6368,31860,1036,1,2017-11-22T03:56:23Z
285,8037,12609,1704,5,2017-11-22T03:56:24Z
286,7790,57923,2075,1,2017-11-22T03:56:25Z
287,8431,9300,4232,4,2017-11-22T03:56:26Z
288,8632,62904,2432,1,2017-11-22T03:56:27Z
289,6117,46575,189,5,2017-11-22T03:56:28Z
290,8930,55670,4329,2,2017-11-22T03:56:29Z
291,6625,32062,4920,4,2017-11-22T03:56:30Z
292,8818,26865,1065,5,2017-11-22T03:56:31Z
293,6732,6459,4447,2,2017-11-22T03:56:32Z
294,8145,64001,4860,1,2017-11-22T03:56:33Z
295,6670,72987,3755,3,2017-11-22T03:56:34Z
296,6510,64763,168,4,2017-11-22T03:56:35Z
297,8570,45546,2957,5,2017-11-22T03:56:36Z
298,8810,42692,1377,4,2017-11-22T03:56:37Z
299,6922,41511,3487,5,2017-11-22T03:56:38Z
300,6475,64674,776,3,2017-11-22T03:56:39Z
301,8485,6030,1769,1,2017-11-22T03:56:40Z
302,8727,15856,1902,2,2017-11-22T03:56:41Z
303,7706,51080,1467,5,2017-11-22T03:56:42Z
304,7441,19656,4427,1,2017-11-22T03:56:43Z
305,8303,31536,4297,2,2017-11-22T03:56:44Z
306,5822,61397,4211,5,2017-11-22T03:56:45Z
307,8838,64577,4229,4,2017-11-22T03:56:46Z
308,7077,68393,1792,5,2017-11-22T03:56:47Z
309,8196,38402,4389,2,2017-11-22T03:56:48Z
310,6513,89184,3493,2,2017-11-22T03:56:49Z
311,8727,71881,1902,4,2017-11-22T03:56:50Z
312,7843,62057,1056,5,2017-11-22T03:56:51Z
313,8023,45301,3335,3,2017-11-22T03:56:52Z
314,8681,7991,4488,4,2017-11-22T03:56:53Z
315,8251,26365,3772,3,2017-11-22T03:56:54Z
316,6770,31213,1226,4,2017-11-22T03:56:55Z
317,7313,75154,1059,5,2017-11-22T03:56:56Z
318,7006,28924,3877,4,2017-11-22T03:56:57Z
319,6655,53573,584,3,2017-11-22T03:56:58Z
320,7232,44360,3797,1,2017-11-22T03:56:59Z
321,8172,10471,1608,3,2017-11-22T03:57:00Z
322,7505,2712,3577,3,2017-11-22T03:57:01Z
323,5705,30327,2192,5,2017-11-22T03:57:02Z
324,5674,84667,1349,2,2017-11-22T03:57:03Z
325,6985,11834,2823,3,2017-11-22T03:57:04Z
326,6366,72004,765,3,2017-11-22T03:57:05Z
327,6306,79957,938,3,2017-11-22T03:57:06Z
328,7530,5273,146,5,2017-11-22T03:57:07Z
329,8053,26779,4684,3,2017-11-22T03:57:08Z
330,8153,12366,215,5,2017-11-22T03:57:09Z
331,6832,43665,1703,1,2017-11-22T03:57:10Z
332,7967,46017,1354,3,2017-11-22T03:57:11Z
333,5973,9344,1216,3,2017-11-22T03:57:12Z
334,8404,5419,1610,2,2017-11-22T03:57:13Z
335,7097,77398,2433,1,2017-11-22T03:57:14Z
336,6008,782,927,1,2017-11-22T03:57:15Z
337,6459,47294,4730,2,2017-11-22T03:57:16Z
338,7355,65768,125,2,2017-11-22T03:57:17Z
339,8768,19248,4420,4,2017-11-22T03:57:18Z
340,8479,45339,3018,5,2017-11-22T03:57:19Z
341,6698,49608,156,5,2017-11-22T03:57:20Z
342,7912,34774,2670,5,2017-11-22T03:57:21Z
343,8153,11117,215,2,2017-11-22T03:57:22Z
344,6489,15093,3698,5,2017-11-22T03:57:23Z
345,6847,55175,1821,4,2017-11-22T03:57:24Z
346,8469,25596,4288,1,2017-11-22T03:57:25Z
347,7278,61142,3705,1,2017-11-22T03:57:26Z
348,8031,38608,1480,2,2017-11-22T03:57:27Z
349,7132,70103,4288,5,2017-11-22T03:57:28Z
350,8457,999,4154,5,2017-11-22T03:57:29Z
351,8604,58850,619,3,2017-11-22T03:57:30Z
352,5771,76439,2740,2,2017-11-22T03:57:31Z
353,5914,62787,764,4,2017-11-22T03:57:32Z
354,7075,27696,279,5,2017-11-22T03:57:33Z
355,7097,63374,2433,1,2017-11-22T03:57:34Z
356,5903,26121,1890,3,2017-11-22T03:57:35Z
357,8674,35504,4642,3,2017-11-22T03:57:36Z
358,8700,40177,724,4,2017-11-22T03:57:37Z
359,7014,25205,1039,3,2017-11-22T03:57:38Z
360,7125,12022,3670,2,2017-11-22T03:57:39Z
361,7603,25672,2512,4,2017-11-22T03:57:40Z
362,7628,62551,3360,3,2017-11-22T03:57:41Z
363,7863,31911,2609,3,2017-11-22T03:57:42Z
364,7115,67838,3987,4,2017-11-22T03:57:43Z
365,7678,31679,3075,5,2017-11-22T03:57:44Z
366,8169,36873,2968,3,2017-11-22T03:57:45Z
367,6261,55721,1936,3,2017-11-22T03:57:46Z
368,7263,12354,1773,4,2017-11-22T03:57:47Z
369,8586,7931,2690,4,2017-11-22T03:57:48Z
370,6732,53403,4447,1,2017-11-22T03:57:49Z
371,8818,48257,1065,1,2017-11-22T03:57:50Z
372,5997,69694,2555,2,2017-11-22T03:57:51Z
373,8043,28091,4037,3,2017-11-22T03:57:52Z
374,6747,51749,4242,5,2017-11-22T03:57:53Z
375,8838,10390,4229,5,2017-11-22T03:57:54Z
376,5908,28586,4693,4,2017-11-22T03:57:55Z
377,7740,39717,736,3,2017-11-22T03:57:56Z
378,7955,2084,3139,3,2017-11-22T03:57:57Z
379,6008,20675,927,3,2017-11-22T03:57:58Z
380,7934,53883,378,5,2017-11-22T03:57:59Z
381,8716,30203,1163,2,2017-11-22T03:58:00Z
382,6331,60093,160,1,2017-11-22T03:58:01Z
383,8795,34945,3703,2,2017-11-22T03:58:02Z
384,7145,25980,2985,1,2017-11-22T03:58:03Z
385,6662,66039,2585,4,2017-11-22T03:58:04Z
386,8653,50873,3095,1,2017-11-22T03:58:05Z
387,8144,32510,3799,4,2017-11-22T03:58:06Z
388,8266,44300,4421,4,2017-11-22T03:58:07Z
389,5945,63853,3378,3,2017-11-22T03:58:08Z
390,8873,51786,1326,3,2017-11-22T03:58:09Z
391,8150,10343,3149,1,2017-11-22T03:58:10Z
392,5980,54076,3621,2,2017-11-22T03:58:11Z
393,8380,19554,2055,5,2017-11-22T03:58:12Z
394,6975,87221,1065,1,2017-11-22T03:58:13Z
395,8868,56619,1141,2,2017-11-22T03:58:14Z
396,5771,41090,2740,1,2017-11-22T03:58:15Z
397,8786,49485,4186,2,2017-11-22T03:58:16Z
398,8603,89118,3823,5,2017-11-22T03:58:17Z
399,5964,67115,918,4,2017-11-22T03:58:18Z
400,6190,54548,4727,1,2017-11-22T03:58:19Z
401,6461,86930,1719,4,2017-11-22T03:58:20Z
402,7875,39321,3267,5,2017-11-22T03:58:21Z
403,6173,221,308,2,2017-11-22T03:58:22Z
404,7527,5676,647,1,2017-11-22T03:58:23Z
405,8256,25908,3498,3,2017-11-22T03:58:24Z
406,6599,40017,4910,5,2017-11-22T03:58:25Z
407,8617,49748,2518,1,2017-11-22T03:58:26Z
408,8122,79987,3812,2,2017-11-22T03:58:27Z
409,7105,53915,3693,2,2017-11-22T03:58:28Z
410,5618,45331,1932,5,2017-11-22T03:58:29Z
411,5935,40690,959,1,2017-11-22T03:58:30Z
412,5911,7612,835,1,2017-11-22T03:58:31Z
413,6666,49503,1341,3,2017-11-22T03:58:32Z
414,8680,51501,1568,4,2017-11-22T03:58:33Z
415,5758,78170,326,1,2017-11-22T03:58:34Z
416,5649,54013,799,5,2017-11-22T03:58:35Z
417,6745,48205,3517,3,2017-11-22T03:58:36Z
418,6731,69384,906,1,2017-11-22T03:58:37Z
419,6474,40760,1827,4,2017-11-22T03:58:38Z
420,6559,27595,283,2,2017-11-22T03:58:39Z
421,7757,75365,3076,5,2017-11-22T03:58:40Z
422,7155,59540,1666,3,2017-11-22T03:58:41Z
423,8966,52060,1730,3,2017-11-22T03:58:42Z
424,8055,58309,4194,1,2017-11-22T03:58:43Z
425,6023,25935,1448,1,2017-11-22T03:58:44Z
426,6788,68123,792,2,2017-11-22T03:58:45Z
427,8302,52493,880,2,2017-11-22T03:58:46Z
428,6090,59869,3673,4,2017-11-22T03:58:47Z
429,8001,7907,4125,2,2017-11-22T03:58:48Z
430,5966,57858,4998,1,2017-11-22T03:58:49Z
431,7832,62549,2278,1,2017-11-22T03:58:50Z
432,8947,12637,1817,5,2017-11-22T03:58:51Z
433,8293,20255,1146,4,2017-11-22T03:58:52Z
434,8651,4215,3936,3,2017-11-22T03:58:53Z
435,5916,34514,1412,5,2017-11-22T03:58:54Z
436,6501,8423,3095,1,2017-11-22T03:58:55Z
437,8618,11104,3710,1,2017-11-22T03:58:56Z
438,7617,81757,3834,4,2017-11-22T03:58:57Z
439,7325,34751,2637,5,2017-11-22T03:58:58Z
440,6782,7521,2732,3,2017-11-22T03:58:59Z
441,8961,26905,3819,1,2017-11-22T03:59:00Z
442,5903,52861,1890,4,2017-11-22T03:59:01Z
443,7413,61449,2466,3,2017-11-22T03:59:02Z
444,6687,84546,450,4,2017-11-22T03:59:03Z
445,7198,86484,373,5,2017-11-22T03:59:04Z
446,5627,9163,3438,3,2017-11-22T03:59:05Z
447,6098,35968,3487,2,2017-11-22T03:59:06Z
448,7579,78813,1122,4,2017-11-22T03:59:07Z
449,7502,73515,3128,3,2017-11-22T03:59:08Z
450,5758,3466,326,1,2017-11-22T03:59:09Z
451,5772,1684,3406,1,2017-11-22T03:59:10Z
452,7882,17256,1264,5,2017-11-22T03:59:11Z
453,6823,9322,2489,2,2017-11-22T03:59:12Z
454,5945,81126,3378,3,2017-11-22T03:59:13Z
455,8615,77135,1349,2,2017-11-22T03:59:14Z
456,7389,14979,3255,2,2017-11-22T03:59:15Z
457,7174,3595,3718,4,2017-11-22T03:59:16Z
458,8324,39662,336,1,2017-11-22T03:59:17Z
459,7577,17786,631,5,2017-11-22T03:59:18Z
460,5985,71,2417,4,2017-11-22T03:59:19Z
461,7208,12866,1424,4,2017-11-22T03:59:20Z
462,7333,8783,1022,2,2017-11-22T03:59:21Z
463,8442,32011,700,2,2017-11-22T03:59:22Z
464,6053,52915,3942,1,2017-11-22T03:59:23Z
465,6266,73834,3523,3,2017-11-22T03:59:24Z
466,6314,43950,4596,2,2017-11-22T03:59:25Z
467,8207,71945,4664,4,2017-11-22T03:59:26Z
468,8225,36103,209,1,2017-11-22T03:59:27Z
469,8582,76975,4279,3,2017-11-22T03:59:28Z
470,8052,62903,685,1,2017-11-22T03:59:29Z
471,7348,10685,3009,5,2017-11-22T03:59:30Z
472,7812,82757,448,4,2017-11-22T03:59:31Z
473,8804,80187,3272,3,2017-11-22T03:59:32Z
474,7696,2162,2753,3,2017-11-22T03:59:33Z
475,7667,37089,4349,5,2017-11-22T03:59:34Z
476,5835,20155,1502,3,2017-11-22T03:59:35Z
477,7208,59925,1424,4,2017-11-22T03:59:36Z
478,8404,55008,1610,3,2017-11-22T03:59:37Z
479,8176,76438,2563,5,2017-11-22T03:59:38Z
480,7261,5872,1071,2,2017-11-22T03:59:39Z
481,6461,59740,1719,2,2017-11-22T03:59:40Z
482,5781,19910,3462,1,2017-11-22T03:59:41Z
483,8697,88116,4743,5,2017-11-22T03:59:42Z
484,6643,75749,4172,5,2017-11-22T03:59:43Z
485,6415,24026,4572,3,2017-11-22T03:59:44Z
486,8136,44377,2242,5,2017-11-22T03:59:45Z
487,5773,23699,854,5,2017-11-22T03:59:46Z
488,7118,12879,4452,2,2017-11-22T03:59:47Z
489,7572,23093,1786,5,2017-11-22T03:59:48Z
490,7426,30068,2969,2,2017-11-22T03:59:49Z
491,7949,25094,4503,1,2017-11-22T03:59:50Z
492,8914,21361,3386,2,2017-11-22T03:59:51Z
493,6051,83295,451,5,2017-11-22T03:59:52Z
494,7009,41192,1270,1,2017-11-22T03:59:53Z
495,6204,32796,3510,2,2017-11-22T03:59:54Z
496,7631,59182,4325,2,2017-11-22T03:59:55Z
497,6703,63644,4189,1,2017-11-22T03:59:56Z
498,6502,316,146,4,2017-11-22T03:59:57Z
499,7142,78221,2764,1,2017-11-22T03:59:58Z
500,7458,70448,840,3,2017-11-22T03:59:59Z
501,7516,87082,1539,2,2017-11-22T04:00:00Z
502,8715,23120,1826,4,2017-11-22T04:00:01Z
503,7937,83093,2340,4,2017-11-22T04:00:02Z
504,7014,83476,1039,3,2017-11-22T04:00:03Z
505,5876,82139,4832,3,2017-11-22T04:00:04Z
506,8569,48205,1309,5,2017-11-22T04:00:05Z
507,5917,80022,4425,3,2017-11-22T04:00:06Z
508,7937,65839,2340,3,2017-11-22T04:00:07Z
509,7552,33735,590,4,2017-11-22T04:00:08Z
510,6319,63717,3218,5,2017-11-22T04:00:09Z
511,7240,73458,2832,5,2017-11-22T04:00:10Z
512,7568,83025,2913,4,2017-11-22T04:00:11Z
513,6518,38454,3017,1,2017-11-22T04:00:12Z
514,6134,42112,4800,2,2017-11-22T04:00:13Z
515,8506,6190,4625,2,2017-11-22T04:00:14Z
516,5720,10949,3841,1,2017-11-22T04:00:15Z
517,6733,15873,1643,5,2017-11-22T04:00:16Z
518,7061,11868,3421,2,2017-11-22T04:00:17Z
519,5731,46507,723,2,2017-11-22T04:00:18Z
520,7826,17400,3200,1,2017-11-22T04:00:19Z
521,8686,75490,650,2,2017-11-22T04:00:20Z
522,5968,46539,4375,3,2017-11-22T04:00:21Z
523,8955,3442,1486,3,2017-11-22T04:00:22Z
524,6137,70443,4523,3,2017-11-22T04:00:23Z
525,6882,87506,1947,3,2017-11-22T04:00:24Z
526,8841,63711,1212,2,2017-11-22T04:00:25Z
527,7002,39702,2995,5,2017-11-22T04:00:26Z
528,6514,18054,3396,2,2017-11-22T04:00:27Z
529,7506,56839,3589,5,2017-11-22T04:00:28Z
530,7512,12350,4871,2,2017-11-22T04:00:29Z
531,7098,5528,1177,2,2017-11-22T04:00:30Z
532,7682,4086,4197,5,2017-11-22T04:00:31Z
533,7621,42875,1880,2,2017-11-22T04:00:32Z
534,8217,43696,3270,1,2017-11-22T04:00:33Z
535,6488,86279,285,3,2017-11-22T04:00:34Z
536,7860,43364,1771,1,2017-11-22T04:00:35Z
537,7326,70479,845,5,2017-11-22T04:00:36Z
538,7614,40590,3465,5,2017-11-22T04:00:37Z
539,8476,63232,3712,5,2017-11-22T04:00:38Z
540,7158,49025,1549,5,2017-11-22T04:00:39Z
541,8291,37123,3735,5,2017-11-22T04:00:40Z
542,7188,61510,957,2,2017-11-22T04:00:41Z
543,7607,33325,489,4,2017-11-22T04:00:42Z
544,6829,32351,4279,2,2017-11-22T04:00:43Z
545,7617,36585,3834,1,2017-11-22T04:00:44Z
546,7874,37459,1484,3,2017-11-22T04:00:45Z
547,7045,62129,2157,5,2017-11-22T04:00:46Z
548,5902,35059,2830,2,2017-11-22T04:00:47Z
549,6465,60454,3789,4,2017-11-22T04:00:48Z
550,7841,18261,4545,5,2017-11-22T04:00:49Z
551,6540,79273,2847,1,2017-11-22T04:00:50Z
552,8620,79098,1772,5,2017-11-22T04:00:51Z
553,8830,65528,1702,5,2017-11-22T04:00:52Z
554,8251,86648,3772,5,2017-11-22T04:00:53Z
555,6936,60460,4866,5,2017-11-22T04:00:54Z
556,7520,25461,3564,4,2017-11-22T04:00:55Z
557,8372,57496,1881,3,2017-11-22T04:00:56Z
558,8322,22760,4731,5,2017-11-22T04:00:57Z
559,8744,3139,2882,2,2017-11-22T04:00:58Z
560,7400,30035,2158,4,2017-11-22T04:00:59Z
561,7349,82551,3104,2,2017-11-22T04:01:00Z
562,7895,33125,902,1,2017-11-22T04:01:01Z
563,8700,40655,724,2,2017-11-22T04:01:02Z
564,7054,34444,2220,5,2017-11-22T04:01:03Z
565,5728,60081,4686,1,2017-11-22T04:01:04Z
566,8356,41491,4588,4,2017-11-22T04:01:05Z
567,7435,572,4159,4,2017-11-22T04:01:06Z
568,8464,8360,4516,5,2017-11-22T04:01:07Z
569,5911,26620,835,4,2017-11-22T04:01:08Z
570,6428,26703,2240,4,2017-11-22T04:01:09Z
571,7145,61494,2985,5,2017-11-22T04:01:10Z
572,6910,23853,2434,5,2017-11-22T04:01:11Z
573,6418,25205,3219,2,2017-11-22T04:01:12Z
574,7013,78328,3384,1,2017-11-22T04:01:13Z
575,8187,26499,4053,3,2017-11-22T04:01:14Z
576,7190,52582,2389,3,2017-11-22T04:01:15Z
577,8916,41956,479,5,2017-11-22T04:01:16Z
578,7852,29561,3612,1,2017-11-22T04:01:17Z
579,7596,28430,4210,1,2017-11-22T04:01:18Z
580,7006,7110,3877,2,2017-11-22T04:01:19Z
581,6326,25824,4904,1,2017-11-22T04:01:20Z
582,8860,32379,211,3,2017-11-22T04:01:21Z
583,7152,16323,344,5,2017-11-22T04:01:22Z
584,8538,40456,1747,5,2017-11-22T04:01:23Z
585,5703,84826,2717,1,2017-11-22T04:01:24Z
586,8262,16048,641,4,2017-11-22T04:01:25Z
587,8528,30451,3460,2,2017-11-22T04:01:26Z
588,6323,63126,2511,2,2017-11-22T04:01:27Z
589,6387,63793,3975,2,2017-11-22T04:01:28Z
590,6948,78285,4924,4,2017-11-22T04:01:29Z
591,6174,76600,3641,3,2017-11-22T04:01:30Z
592,6607,54740,4733,1,2017-11-22T04:01:31Z
593,7145,9976,2985,4,2017-11-22T04:01:32Z
594,7739,15306,2531,1,2017-11-22T04:01:33Z
595,7680,76472,2721,2,2017-11-22T04:01:34Z
596,7525,29802,1667,5,2017-11-22T04:01:35Z
597,7556,5046,2083,3,2017-11-22T04:01:36Z
598,6418,88173,3219,4,2017-11-22T04:01:37Z
599,5798,27946,1200,2,2017-11-22T04:01:38Z
600,5925,80160,1170,1,2017-11-22T04:01:39Z
601,5908,43671,4693,5,2017-11-22T04:01:40Z
602,7603,69009,2512,4,2017-11-22T04:01:41Z
603,8236,8078,2008,4,2017-11-22T04:01:42Z
